Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Premier(5.0)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Tube Steaks","Emerson Dean","Skyler Sebring"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Premier(5.0)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","CRO Fall Damage","Tyler Babin","Chris Brown"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Premier(5.0)","Lower Division (Medals)",4,"4th Place (No Award)","None","Basketball Purity","Joey Reynolds","Jack Bushart"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Women’s","Lower Division (Medals)",1,"🥇 Gold Medal","None","BIG BEAVERS","Jaime Cunningham","Shonda Couroux"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Women’s","Lower Division (Medals)",2,"🥈 Silver Medal","None","Red Spike and Blue","Faith Mehlhausen","Christabelle Mehlhausen"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Women’s","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Sams Club","Samantha Barklow","sam greathouse"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Women’s","Lower Division (Medals)",4,"4th Place (No Award)","None","🐱astrophic","Bekah Smith","Tiff Ding"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Advanced(4.0)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Unkown","Michael Zagone","Jack Mathews"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Advanced(4.0)","Lower Division (Medals)",2,"🥈 Silver Medal","None","The Brothers in Law","Matthew Williams","Micah Williams"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Advanced(4.0)","Lower Division (Medals)",3,"🥉 Bronze Medal","None",""Click" enthusiasts","will goetz","Ryan Nelson"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Advanced(4.0)","Lower Division (Medals)",4,"4th Place (No Award)","None","Grass Wreckers","Noah Geller","Emmanuel Nodal"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Intermediate(3.0)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Super Spike Bros","Carter Louisell","Ethan Morello"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Intermediate(3.0)","Lower Division (Medals)",2,"🥈 Silver Medal","None","πr²net","Tahseen Robbani","Sanim Chowdhury"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Intermediate(3.0)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","The Crustaceans","Michael Reeve","James Lawler"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Intermediate(3.0)","Lower Division (Medals)",4,"4th Place (No Award)","None","Spicy Rice Cake","Daniel Le","Israel Hernandez"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Mixed Intermediate(2.0-3.0)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Lulu Limón","Julie Orozco","Luis Orozco"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Mixed Intermediate(2.0-3.0)","Lower Division (Medals)",2,"🥈 Silver Medal","None","The Freedom Quitters","Jenna Olson","Owen Luetke"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Mixed Intermediate(2.0-3.0)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Hit on 2","ISAAC GAVIN","Emma Blair"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Mixed Intermediate(2.0-3.0)","Lower Division (Medals)",4,"4th Place (No Award)","None","Strawberry Tall Cake","Sophia Schmidt","Austin Jarnagin"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Contender(4.5)","Lower Division (Medals)",1,"🥇 Gold Medal","None","CT/SheckBreezy","brandon farronato","Colin TOLENTINO"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Contender(4.5)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Primal","Ruben Zapata","Micah Bouman"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Contender(4.5)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Soft Serve Custard but married now","Jared Kula","Joseph Coughlin"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Contender(4.5)","Lower Division (Medals)",4,"4th Place (No Award)","None","Death By Dropping Too Many of You Fools","Zak Kovatch","Griffin Sisk"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Mixed Advanced(4.0+)","Lower Division (Medals)",1,"🥇 Gold Medal","None","GFD supporters","Bekah Smith","Justin Barr"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Mixed Advanced(4.0+)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Risky Bizz","Emerson Dean","Jaime Cunningham"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Mixed Advanced(4.0+)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","She Breezy","Chris Brown","Shonda Couroux"
"Windy City Classic-Spikeball Challenger 2023","2023","2023-07-08","Schaumburg, IL, US","Mixed Advanced(4.0+)","Lower Division (Medals)",4,"4th Place (No Award)","None","Toxic BabyCakes","Tim Lacagnina","Adrianna Grothause"
"Los Angeles Open #3 -California Roundnet","2023","2023-07-08","Agoura Hills, CA, US","Contender/Advanced 3.0-4.5","Lower Division (Medals)",1,"🥇 Gold Medal","None","Water Ice","Aaron Treece","Marc Baldwin"
"Los Angeles Open #3 -California Roundnet","2023","2023-07-08","Agoura Hills, CA, US","Contender/Advanced 3.0-4.5","Lower Division (Medals)",2,"🥈 Silver Medal","None","Hicktown","Micah Allin","Noah Severson"
"Los Angeles Open #3 -California Roundnet","2023","2023-07-08","Agoura Hills, CA, US","Contender/Advanced 3.0-4.5","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Wet Willy","Will Foote","Perrin York"
"Los Angeles Open #3 -California Roundnet","2023","2023-07-08","Agoura Hills, CA, US","Contender/Advanced 3.0-4.5","Lower Division (Medals)",4,"4th Place (No Award)","None","Are You Michael and Spencer?","Spencer Giddings","Michael Soliz"
"Los Angeles Open #3 -California Roundnet","2023","2023-07-08","Agoura Hills, CA, US","Expert 5.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","75 Soft","Jason Rhoads","Samuel Buckman"
"Los Angeles Open #3 -California Roundnet","2023","2023-07-08","Agoura Hills, CA, US","Expert 5.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Flashbang ","Joseph Kaylor","Erik Faeustle"
"Los Angeles Open #3 -California Roundnet","2023","2023-07-08","Agoura Hills, CA, US","Expert 5.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Fractal Spikes","Connor Nelson","Michael Du"
"Los Angeles Open #3 -California Roundnet","2023","2023-07-08","Agoura Hills, CA, US","Expert 5.0","Lower Division (Medals)",4,"4th Place (No Award)","None","See you in the finals","Clifton Miller","Ethan Zehr"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Premier (5.0)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Rogue","Thomas Hamilton","Ryan Marino"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Premier (5.0)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Kingdom Come","Grant Klapwijk","Matthew Cole"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Premier (5.0)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Absolutely Sozzled","Cade Larson","Matthew Burrows"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Premier (5.0)","Lower Division (Medals)",4,"4th Place (No Award)","None","Morgan/Mowry","Dawson Morgan","Luke Mowry"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Contender 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Wild pickles","Donovan Michel","Aleks Essen"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Contender 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Cleveland Cowboys","Daniel Patten","Levi Rogers"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Contender 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Anomaly","Bradley Clark","Ali Jenki"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Contender 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","Grab it Don't Slap it","Keith Fleischmann","Devin Baron"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Women's Advanced 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","11:1","Julia Timan","Kalin Morgan"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Women's Advanced 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","rudyTOOTYcowboycat","Tiff Ding","Allie Foster"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Women's Advanced 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None",":-)","Carina Kuo","Stef Ding"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Women's Advanced 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","The Only Ten-I-See","Daley Freeman","Paige Scanlon"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Intermediate 3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","SpikeBallrz","London Craddock","Silas Behnke"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Intermediate 3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","The bad weather boys 🌪","Zac Miller","Ty Williams"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Intermediate 3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Nacho y esqueleto","lambros louloupides","Brennan Buss"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Intermediate 3.0","Lower Division (Medals)",4,"4th Place (No Award)","None","The SWAT Team","Mitchell York","Sawyer Garrett"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Mixed","Lower Division (Medals)",1,"🥇 Gold Medal","None","Living Water","Grant Klapwijk","Julia Timan"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Mixed","Lower Division (Medals)",2,"🥈 Silver Medal","None","Little Bear ","Matthew Cole","Allie Foster"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Mixed","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Casual Aliens","Ali Jenki","Brendan Ferreira"
"Nashville Cup - Spikeball Challenger 2023","2023","2023-07-15","Nashville, TN, US","Mixed","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Bumfuzzle","Olivia Jenki","Ryan Marino"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Mixed Intermediate 2.0-3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Tank","Janey Rubin","Ty Fields"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Mixed Intermediate 2.0-3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Sass to the Grass","Tim Daudelin","Katrina Gabriella"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Mixed Intermediate 2.0-3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Liam & Lydia","Liam Sherron","Lydia Malone"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Mixed Intermediate 2.0-3.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Alfredo Aces","Josh Esposo","Bel Belvedere"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Intermediate 3.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Spikalogians","Ben Kabakjian","Andrew Trumbore"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Intermediate 3.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Scandinavian Salmon","Dave Davino","John Fenlon"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Intermediate 3.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Gaels II","Gregory Conley","Nathan Born"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Intermediate 3.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Super Smash Bros","Aiden Bagi","Connor Blence"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Contender 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Let's Eat","Matthias Dreiling","Dennis Wei"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Contender 4.5+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Low Blows","Jonathan Yuan","Kevin Chen"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Contender 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","W'S ONLY","Conrad Wagler","Jaden Weber"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Contender 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","Fried Pork","Lucas Hope","Ryan Park"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Women's Advanced 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","VV Munchkins ","Olivia Jenki","Allie Foster"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Women's Advanced 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Royalty","Laurence Vallée","Katie Pierson"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Women's Advanced 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","teenage petulance","Sarah Allen","Kalin Morgan"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Women's Advanced 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Tea Time","Joelle Nguyen","Lou Washburn"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Mixed Advanced 4.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Gabraham Lincoln, Nebraska","Sarah Allen","Gabe Finocchi"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Mixed Advanced 4.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","TRP subtle","Joe Bondi","Ali Jenki"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Mixed Advanced 4.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Woopsie Doopsie","Vincent Mathieu","Lou Washburn"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Mixed Advanced 4.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","Golden Hour","Olivia Jenki","Will Picone"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Premier 5.0+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Rogue","Thomas Hamilton","Ryan Marino"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Premier 5.0+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Critical Hit","Justin Barr","Vincent Mathieu"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Premier 5.0+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Judgment Day","Gabriel Finocchi","fredric hinkle"
"The Philadelphia Major 2023","2023","2023-07-22","West Bradford Township, PA, US","Premier 5.0+","Lower Division (Medals)",4,"4th Place (No Award)","None","TRP Spotless","Joe Bondi","Ryan Gross"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.0+ Women's Advanced","Lower Division (Medals)",1,"🥇 Gold Medal","None","whiff & tiff?","Meagan Bown","Tiff Ding"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.0+ Women's Advanced","Lower Division (Medals)",2,"🥈 Silver Medal","None","Stef and Abby ","Abby Piedmont","Stef Ding"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.0+ Women's Advanced","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Goofy Goobers","Alyssa Drain","Katheleen Phan"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.0+ Women's Advanced","Lower Division (Medals)",4,"4th Place (No Award)","None","Scrambled Legs","Amanda Jamieson","Lourna Szabanos"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.0 Advanced","Lower Division (Medals)",1,"🥇 Gold Medal","None","Jack John(son)","John Silva","Jack Domark"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.0 Advanced","Lower Division (Medals)",2,"🥈 Silver Medal","None","It’s Not Over Till It’s Ogre","Christian Moore","Shane Moore"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.0 Advanced","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Set it and Forget It","Kyle McNulty","Mike Callan"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.0 Advanced","Lower Division (Medals)",4,"4th Place (No Award)","None","BANANA BOYS","John Bullock","Eric Guan"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",1,"🥇 Gold Medal","None","Wombo Combo","Justin Woffinden","Josh Woffinden"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",2,"🥈 Silver Medal","None","Ballin on a Budget","Anders Benson","Justin Desai"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Le Pass Down","Aaron Witkin","Baillie Olin"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","2.0-3.0 Open Intermediate","Lower Division (Medals)",4,"4th Place (No Award)","None","Hot Pockets","Christina Benson","Hannah Covell"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","5.0+ Premier (Open)","Lower Division (Medals)",1,"🥇 Gold Medal","None","TRP palate cleanser ","Joe Bondi","Clark Marshall"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","5.0+ Premier (Open)","Lower Division (Medals)",2,"🥈 Silver Medal","None","Model/Finocchi","Gabe Finocchi","Cole Model"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","5.0+ Premier (Open)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Bags are Packed","Ryan Gross","Ryan Marino"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","5.0+ Premier (Open)","Lower Division (Medals)",4,"4th Place (No Award)","None","Abrams/ Picone ☀️🚿 ","Dan Abrams","Will Picone"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.5+ Contender (Open)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Falck - Drew","Drew Ryder","Felipe Larroza"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.5+ Contender (Open)","Lower Division (Medals)",2,"🥈 Silver Medal","None","an embarrassing number of points","Jared Dean Katz","Garrett Blanchard"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.5+ Contender (Open)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Premerekats","Justin Wang","Riley Savastano"
"The Maryland Monumental | Spikeball Challenger 2023 | DAY 1","2023","2023-07-29","Boyds, MD, US","4.5+ Contender (Open)","Lower Division (Medals)",4,"4th Place (No Award)","None","Williamsburg Roundnet","Elijah Katz","Noah Katz"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Premier 5.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Kingdom Come","Grant Klapwijk","Matthew Cole"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Premier 5.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","TRP Sauucy","Rahul Murthy","Christian Bennett"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Premier 5.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","HM01","Luke Mowry","Caleb Cummings"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Premier 5.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Bink City","Tyler Fernandez","fredric hinkle"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Advanced 4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Underserved","Thomas Ku","Michael Peng"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Advanced 4.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Schlö boys","John ODonnell","Karsten Bresser"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Advanced 4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Short Shawties","Bryce Wurster","Ethan Phelps"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Advanced 4.0","Lower Division (Medals)",4,"4th Place (No Award)","None","The BrOreos","Matthew Xu","Timothy Wong"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Women's 4.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","Pocket Monsters","Rebecca Peng","Yan Chung Cheung"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Women's 4.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Lydia/Raylyn","Raylyn Tarquinio","Lydia Malone"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Women's 4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","caprisun kids","Anna Wong","Jordan Su"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Women's 4.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","sus kids","kara douglas","Alyson Wurster"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Contender 4.5","Lower Division (Medals)",1,"🥇 Gold Medal","None","To be decided","Shachi Patel","Grant Marshall"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Contender 4.5","Lower Division (Medals)",2,"🥈 Silver Medal","None","Horns Down","Cooper Diaz","Gibb Layton"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Contender 4.5","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Lemme Cook","Julia Timan","Jerm Porter"
"HeatWave Classic VI - Spikeball Challenger 2023","2023","2023-07-29","Round Rock, TX, US","Contender 4.5","Lower Division (Medals)",4,"4th Place (No Award)","None","Kibby Tipps","Kyle Grimes","varun ramesh"
"Crete Open","2023","2023-07-29","Crete, IL, US","Expert(4.5)","Lower Division (Medals)",1,"🥇 Gold Medal","None","Broekema/Fowler","Gavin Broekema","Kyle Fowler"
"Crete Open","2023","2023-07-29","Crete, IL, US","Expert(4.5)","Lower Division (Medals)",2,"🥈 Silver Medal","None","My Mom","Corey Schneck","Joey Reynolds"
"Crete Open","2023","2023-07-29","Crete, IL, US","Expert(4.5)","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Double or Nothing","Marty Merigold","Kenny Velu"
"Crete Open","2023","2023-07-29","Crete, IL, US","Expert(4.5)","Lower Division (Medals)",4,"4th Place (No Award)","None","Grit","Ruben Zapata","Jason Inumerable"
"San Jose Open #4 -California Roundnet","2023","2023-08-05","San Jose, CA, US","Expert 5.0","Lower Division (Medals)",1,"🥇 Gold Medal","None","white men can’t jump","Jason Rhoads","Joseph Kaylor"
"San Jose Open #4 -California Roundnet","2023","2023-08-05","San Jose, CA, US","Expert 5.0","Lower Division (Medals)",2,"🥈 Silver Medal","None","Almost a full Mexican ","Josh Fragiacomo","Clifton Miller"
"San Jose Open #4 -California Roundnet","2023","2023-08-05","San Jose, CA, US","Expert 5.0","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Accio Pitcher","Jacob Payer","Connor Nelson"
"San Jose Open #4 -California Roundnet","2023","2023-08-05","San Jose, CA, US","Expert 5.0","Lower Division (Medals)",4,"4th Place (No Award)","None","Edge Guarders","Michael Du","Charlie Camarena"
"San Jose Open #4 -California Roundnet","2023","2023-08-05","San Jose, CA, US","Contender 3.0-4.5","Lower Division (Medals)",1,"🥇 Gold Medal","None","SetOnMyFace","Krish Kumar","Jake Young"
"San Jose Open #4 -California Roundnet","2023","2023-08-05","San Jose, CA, US","Contender 3.0-4.5","Lower Division (Medals)",2,"🥈 Silver Medal","None","Butter","Esteban Cambronero Saba","Michael Liu"
"San Jose Open #4 -California Roundnet","2023","2023-08-05","San Jose, CA, US","Contender 3.0-4.5","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Fwango Unchained","Thomas  McClure ","Noah Saddik"
"San Jose Open #4 -California Roundnet","2023","2023-08-05","San Jose, CA, US","Contender 3.0-4.5","Lower Division (Medals)",3,"🥉 Bronze Medal","None","on2","Rohun Shroff","Devon Lee"
"BANG! - Spikeball Challenger 2023","2023","2023-08-05","Rochester Hills, MI, US","Premier","Lower Division (Medals)",1,"🥇 Gold Medal","None","Rogue","Thomas Hamilton","Ryan Marino"
"BANG! - Spikeball Challenger 2023","2023","2023-08-05","Rochester Hills, MI, US","Premier","Lower Division (Medals)",2,"🥈 Silver Medal","None","Critical Hit","Justin Barr","Vincent Mathieu"
"BANG! - Spikeball Challenger 2023","2023","2023-08-05","Rochester Hills, MI, US","Premier","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Swamp Donkeys","Emerson Dean","Etienne Cote"
"BANG! - Spikeball Challenger 2023","2023","2023-08-05","Rochester Hills, MI, US","Premier","Lower Division (Medals)",4,"4th Place (No Award)","None","Pneumatic💥","Dawson Morgan","Blake Bosak"
